date,first,last,addr,city,st,zip,prod_id,prod_desc,unit_price,qty,total
2022-06-01 10:25:00,Fode/Beed,Miller,5786 Devon Road,Collins,GA,30421,510,Screwdriver,399,3,1197
2022-06-01 10:25:00,Fode/Beed,Miller,5786 Devon Road,Collins,GA,30421,525,Hatchet,3599,3,10797
2022-06-01 10:25:00,Fode/Beed,Miller,5786 Devon Road,Collins,GA,30421,509,Clamp,299,2,598
2022-06-01 10:25:00,Fode/Beed,Miller,5786 Devon Road,Collins,GA,30421,501,Washer,10,1,10
2022-06-01 10:25:00,Fode/Beed,Miller,5786 Devon Road,Collins,GA,30421,503,Nut,25,1,25
2022-06-01 10:25:00,Fode/Beed,Miller,5786 Devon Road,Collins,GA,30421,502,Nail,25,2,50
2022-06-01 10:25:00,Fode/Beed,Miller,5786 Devon Road,Collins,GA,30421,527,Toolbox,5000,1,5000
2022-06-01 10:25:00,Fode/Beed,Miller,5786 Devon Road,Collins,GA,30421,504,Screw,50,1,50
2022-06-01 10:25:00,Fode/Beed,Miller,5786 Devon Road,Collins,GA,30421,507,Paint,1800,1,1800
2022-06-01 10:25:00,Fode/Beed,Miller,5786 Devon Road,Collins,GA,30421,523,Saw,2099,1,2099
2022-06-01 11:02:00,C-3Po,Alvarez,3798 Park Avenue,Shepherd,MT,59079,508,Bradawl,199,1,199
2022-06-01 11:02:00,C-3Po,Alvarez,3798 Park Avenue,Shepherd,MT,59079,521,Drill,6900,1,6900
2022-06-01 11:55:00,Jabba,Thornton,8523 Hawthorne Lane,Wardsboro,VT,05355,512,Scraper,799,2,1598
2022-06-01 12:32:00,Taun We,Adams,6097 Heather Lane,Douglas,AK,99824,522,Hacksaw,1998,1,1998
2022-06-01 12:32:00,Taun We,Adams,6097 Heather Lane,Douglas,AK,99824,514,Plane,1099,1,1099
2022-06-01 12:32:00,Taun We,Adams,6097 Heather Lane,Douglas,AK,99824,524,Axe,2799,1,2799
2022-06-01 12:32:00,Taun We,Adams,6097 Heather Lane,Douglas,AK,99824,516,Mallet,1200,1,1200
2022-06-01 14:03:00,Dodonna,Garza,3639 Briarwood Court,Tarzan,TX,79783,504,Screw,50,2,100
2022-06-01 14:03:00,Dodonna,Garza,3639 Briarwood Court,Tarzan,TX,79783,502,Nail,25,1,25
2022-06-01 14:03:00,Dodonna,Garza,3639 Briarwood Court,Tarzan,TX,79783,503,Nut,25,2,50
2022-06-01 14:03:00,Dodonna,Garza,3639 Briarwood Court,Tarzan,TX,79783,518,Level,1698,1,1698
2022-06-01 14:03:00,Dodonna,Garza,3639 Briarwood Court,Tarzan,TX,79783,530,Chainsaw,49999,1,49999
2022-06-01 14:03:00,Dodonna,Garza,3639 Briarwood Court,Tarzan,TX,79783,513,Hammer,827,1,827
2022-06-01 14:03:00,Dodonna,Garza,3639 Briarwood Court,Tarzan,TX,79783,510,Screwdriver,399,1,399
2022-06-01 14:41:00,Rieekan,Wood,3440 Route 44,Roosevelt,TX,76874,513,Hammer,827,1,827
2022-06-01 14:57:00,Fode/Beed,Adams,2420 Sycamore Street,Harper,OR,97906,505,Bolt,100,1,100
2022-06-01 14:57:00,Fode/Beed,Adams,2420 Sycamore Street,Harper,OR,97906,510,Screwdriver,399,1,399
