date,first,last,addr,city,st,zip,prod_id,prod_desc,unit_price,qty,total
2016-11-01 17:37:00,Obi-Wan,Miller,9760 Edgewood Road,Veedersburg,IN,47987,513,Hammer,827,1,827
2016-11-01 17:37:00,Obi-Wan,Miller,9760 Edgewood Road,Veedersburg,IN,47987,514,Plane,1099,1,1099
2016-11-01 17:37:00,Obi-Wan,Miller,9760 Edgewood Road,Veedersburg,IN,47987,526,Wire,3700,1,3700
2016-11-01 17:37:00,Obi-Wan,Miller,9760 Edgewood Road,Veedersburg,IN,47987,530,Chainsaw,49999,1,49999
2016-11-02 09:03:00,Padme,Todd,7428 West Avenue,Scotland,IN,47457,521,Drill,6900,1,6900
2016-11-02 09:03:00,Padme,Todd,7428 West Avenue,Scotland,IN,47457,516,Mallet,1200,1,1200
2016-11-02 09:03:00,Padme,Todd,7428 West Avenue,Scotland,IN,47457,515,Wrench,1100,1,1100
2016-11-02 09:15:00,Snap,Garza,9534 9th Street,Strong,ME,04983,508,Bradawl,199,2,398
2016-11-02 09:15:00,Snap,Garza,9534 9th Street,Strong,ME,04983,515,Wrench,1100,3,3300
2016-11-02 09:15:00,Snap,Garza,9534 9th Street,Strong,ME,04983,502,Nail,25,1,25
2016-11-02 09:15:00,Snap,Garza,9534 9th Street,Strong,ME,04983,507,Paint,1800,1,1800
2016-11-02 09:15:00,Snap,Garza,9534 9th Street,Strong,ME,04983,506,Sandpaper,300,1,300
2016-11-02 09:15:00,Snap,Garza,9534 9th Street,Strong,ME,04983,503,Nut,25,1,25
2016-11-02 11:13:00,Tey How,Benson,3306 Edgewood Road,Hallsboro,NC,28442,509,Clamp,299,2,598
2016-11-02 11:13:00,Tey How,Benson,3306 Edgewood Road,Hallsboro,NC,28442,505,Bolt,100,1,100
2016-11-02 11:13:00,Tey How,Benson,3306 Edgewood Road,Hallsboro,NC,28442,523,Saw,2099,1,2099
2016-11-02 11:13:00,Tey How,Benson,3306 Edgewood Road,Hallsboro,NC,28442,520,Anvil,1620,1,1620
2016-11-02 12:31:00,Snap,Rivera,7148 Jackson Avenue,Albion,RI,02802,522,Hacksaw,1998,1,1998
2016-11-02 12:31:00,Snap,Rivera,7148 Jackson Avenue,Albion,RI,02802,519,Monkeywrench,2995,1,2995
2016-11-02 12:31:00,Snap,Rivera,7148 Jackson Avenue,Albion,RI,02802,513,Hammer,827,2,1654
2016-11-02 12:31:00,Snap,Rivera,7148 Jackson Avenue,Albion,RI,02802,517,Pliers,1599,1,1599
2016-11-02 13:29:00,Bib Fortuna,Walker,6829 2nd Street,New York,NY,10177,513,Hammer,827,1,827
2016-11-02 13:29:00,Bib Fortuna,Walker,6829 2nd Street,New York,NY,10177,512,Scraper,799,1,799
2016-11-02 13:29:00,Bib Fortuna,Walker,6829 2nd Street,New York,NY,10177,519,Monkeywrench,2995,1,2995
2016-11-02 14:01:00,C-3Po,Vincent,1905 Edgewood Road,Dawson,IA,50066,509,Clamp,299,1,299
2016-11-02 14:01:00,C-3Po,Vincent,1905 Edgewood Road,Dawson,IA,50066,526,Wire,3700,1,3700
2016-11-02 14:01:00,C-3Po,Vincent,1905 Edgewood Road,Dawson,IA,50066,510,Screwdriver,399,1,399
2016-11-02 14:01:00,C-3Po,Vincent,1905 Edgewood Road,Dawson,IA,50066,504,Screw,50,1,50
2016-11-02 14:01:00,C-3Po,Vincent,1905 Edgewood Road,Dawson,IA,50066,505,Bolt,100,1,100
2016-11-02 16:38:00,Taun We,Rivera,5813 Prospect Street,Yeso,NM,88136,512,Scraper,799,1,799
2016-11-02 16:38:00,Taun We,Rivera,5813 Prospect Street,Yeso,NM,88136,528,Ladder,8000,1,8000
2016-11-02 16:38:00,Taun We,Rivera,5813 Prospect Street,Yeso,NM,88136,522,Hacksaw,1998,1,1998
2016-11-02 17:40:00,Rieekan,Jimenez,5165 5th Street,Rockbridge,OH,43149,528,Ladder,8000,1,8000
2016-11-02 17:40:00,Rieekan,Jimenez,5165 5th Street,Rockbridge,OH,43149,504,Screw,50,2,100
2016-11-03 11:54:00,Sun Rit,Burke,8210 9th Street,Waipahu,HI,96797,509,Clamp,299,1,299
2016-11-03 11:54:00,Sun Rit,Burke,8210 9th Street,Waipahu,HI,96797,514,Plane,1099,1,1099
2016-11-03 11:54:00,Sun Rit,Burke,8210 9th Street,Waipahu,HI,96797,519,Monkeywrench,2995,1,2995
2016-11-03 11:54:00,Sun Rit,Burke,8210 9th Street,Waipahu,HI,96797,523,Saw,2099,1,2099
2016-11-03 11:54:00,Sun Rit,Burke,8210 9th Street,Waipahu,HI,96797,517,Pliers,1599,1,1599
2016-11-03 15:01:00,Shmi,Doyle,4288 Devon Road,Fort Lawn,SC,29714,501,Washer,10,1,10
2016-11-03 15:01:00,Shmi,Doyle,4288 Devon Road,Fort Lawn,SC,29714,508,Bradawl,199,1,199
2016-11-03 16:04:00,Bala-Tik,Lara,4007 Valley Road,Greensboro,NC,27405,523,Saw,2099,1,2099
2016-11-03 17:20:00,Unkar Plutt,Todd,8877 College Street,Washington,DC,20551,518,Level,1698,1,1698
2016-11-03 17:26:00,Tey How,Jennings,3672 Inverness Drive,Fort Washakie,WY,82514,504,Screw,50,1,50
2016-11-03 17:26:00,Tey How,Jennings,3672 Inverness Drive,Fort Washakie,WY,82514,509,Clamp,299,1,299
2016-11-03 17:26:00,Tey How,Jennings,3672 Inverness Drive,Fort Washakie,WY,82514,528,Ladder,8000,1,8000
2016-11-03 17:26:00,Tey How,Jennings,3672 Inverness Drive,Fort Washakie,WY,82514,511,Chisel,499,1,499
2016-11-03 17:26:00,Tey How,Jennings,3672 Inverness Drive,Fort Washakie,WY,82514,524,Axe,2799,1,2799
2016-11-03 17:26:00,Tey How,Jennings,3672 Inverness Drive,Fort Washakie,WY,82514,514,Plane,1099,1,1099
2016-11-04 09:34:00,Captain Antilles,Johnston,5491 Strawberry Lane,Pittsburgh,PA,15234,525,Hatchet,3599,1,3599
2016-11-04 09:41:00,Biggs,Todd,5221 Hawthorne Lane,Wytopitlock,ME,04497,521,Drill,6900,1,6900
