date,first,last,addr,city,st,zip,prod_id,prod_desc,unit_price,qty,total
2021-05-01 09:40:00,Unkar Plutt,Benson,3640 Magnolia Court,Bryants Store,KY,40921,522,Hacksaw,1998,1,1998
2021-05-01 13:08:00,Sun Rit,Curtis,4443 Pheasant Run,Magnolia,MS,39652,515,Wrench,1100,1,1100
2021-05-01 13:08:00,Sun Rit,Curtis,4443 Pheasant Run,Magnolia,MS,39652,525,Hatchet,3599,1,3599
2021-05-01 13:08:00,Sun Rit,Curtis,4443 Pheasant Run,Magnolia,MS,39652,503,Nut,25,2,50
2021-05-01 13:35:00,Dodonna,Garza,3639 Briarwood Court,Tarzan,TX,79783,517,Pliers,1599,1,1599
2021-05-01 13:35:00,Dodonna,Garza,3639 Briarwood Court,Tarzan,TX,79783,509,Clamp,299,1,299
2021-05-01 13:35:00,Dodonna,Garza,3639 Briarwood Court,Tarzan,TX,79783,526,Wire,3700,1,3700
2021-05-01 16:12:00,Orn Free Taa,Mcbride,7694 9th Street,Monterey,TN,38574,521,Drill,6900,1,6900
2021-05-01 17:29:00,Fode/Beed,Le,2866 Devonshire Drive,Carson,WA,98610,513,Hammer,827,1,827
2021-05-01 17:29:00,Fode/Beed,Le,2866 Devonshire Drive,Carson,WA,98610,526,Wire,3700,1,3700
2021-05-01 17:29:00,Fode/Beed,Le,2866 Devonshire Drive,Carson,WA,98610,511,Chisel,499,1,499
2021-05-01 17:29:00,Fode/Beed,Le,2866 Devonshire Drive,Carson,WA,98610,505,Bolt,100,1,100
2021-05-01 17:48:00,Snap,Mcbride,5524 Hawthorne Lane,Donahue,IA,52746,506,Sandpaper,300,1,300
2021-05-01 17:48:00,Snap,Mcbride,5524 Hawthorne Lane,Donahue,IA,52746,507,Paint,1800,1,1800
2021-05-01 17:48:00,Snap,Mcbride,5524 Hawthorne Lane,Donahue,IA,52746,512,Scraper,799,1,799
2021-05-01 17:48:00,Snap,Mcbride,5524 Hawthorne Lane,Donahue,IA,52746,501,Washer,10,1,10
2021-05-02 13:26:00,Tc-14,Doyle,7533 Sycamore Drive,Kilbourne,LA,71253,504,Screw,50,1,50
2021-05-02 13:26:00,Tc-14,Doyle,7533 Sycamore Drive,Kilbourne,LA,71253,520,Anvil,1620,1,1620
2021-05-02 13:26:00,Tc-14,Doyle,7533 Sycamore Drive,Kilbourne,LA,71253,515,Wrench,1100,1,1100
2021-05-02 13:42:00,Unkar Plutt,Mcbride,9487 Devonshire Drive,East Orange,NJ,07018,518,Level,1698,1,1698
2021-05-02 13:42:00,Unkar Plutt,Mcbride,9487 Devonshire Drive,East Orange,NJ,07018,519,Monkeywrench,2995,1,2995
2021-05-02 13:42:00,Unkar Plutt,Mcbride,9487 Devonshire Drive,East Orange,NJ,07018,513,Hammer,827,1,827
2021-05-02 14:03:00,Lama Su,Vincent,2049 Route 44,Salome,AZ,85348,517,Pliers,1599,1,1599
2021-05-02 14:03:00,Lama Su,Vincent,2049 Route 44,Salome,AZ,85348,504,Screw,50,1,50
2021-05-02 14:03:00,Lama Su,Vincent,2049 Route 44,Salome,AZ,85348,519,Monkeywrench,2995,1,2995
2021-05-02 14:03:00,Lama Su,Vincent,2049 Route 44,Salome,AZ,85348,510,Screwdriver,399,1,399
2021-05-02 14:44:00,Sun Rit,Walker,3828 Brookside Drive,Wales Center,NY,14169,501,Washer,10,2,20
2021-05-02 14:44:00,Sun Rit,Walker,3828 Brookside Drive,Wales Center,NY,14169,527,Toolbox,5000,1,5000
2021-05-02 14:44:00,Sun Rit,Walker,3828 Brookside Drive,Wales Center,NY,14169,509,Clamp,299,1,299
2021-05-02 14:44:00,Sun Rit,Walker,3828 Brookside Drive,Wales Center,NY,14169,524,Axe,2799,1,2799
2021-05-02 14:44:00,Sun Rit,Walker,3828 Brookside Drive,Wales Center,NY,14169,529,Workbench,30000,1,30000
2021-05-02 14:44:00,Sun Rit,Walker,3828 Brookside Drive,Wales Center,NY,14169,508,Bradawl,199,1,199
2021-05-02 15:23:00,Rabe,Hunt,7682 Magnolia Court,Clyde,OH,43410,509,Clamp,299,2,598
2021-05-02 15:23:00,Rabe,Hunt,7682 Magnolia Court,Clyde,OH,43410,510,Screwdriver,399,1,399
2021-05-02 15:23:00,Rabe,Hunt,7682 Magnolia Court,Clyde,OH,43410,525,Hatchet,3599,2,7198
